account_id,due_date,payment_date,days_past_due,overdue_amount,delinquency_flag
511866,2021-02-21,2021-02-21,0,1134.34,0
604975,2021-03-06,2021-03-26,20,2403.54,1
538819,2021-01-26,2021-02-15,20,3792.01,1
514067,2021-12-18,2021-12-18,0,999.25,0
501593,2023-10-22,2023-10-22,0,4147.85,0
576242,2023-05-29,2023-06-28,30,329.24,1
627639,2021-04-26,2021-04-26,0,1638.61,0
500917,2020-03-04,2020-03-04,0,2975.55,0
560514,2021-04-12,2021-05-02,20,3603.05,1
616122,2023-11-08,2023-11-18,10,3459.1,1
544209,2020-08-28,2020-08-28,0,795.01,0
632366,2021-07-02,2021-07-12,10,958.31,1
586346,2020-05-22,2020-06-11,20,417.04,1
614534,2021-02-23,2021-02-23,0,1203.39,0
535559,2021-06-24,2021-08-23,60,108.83,1
547425,2020-04-24,2020-05-04,10,4695.3,1
513762,2021-07-27,2021-07-27,0,3657.02,0
551368,2021-09-09,2021-10-09,30,3300.47,1
600831,2022-04-21,2022-04-26,5,3135.58,1
534154,2023-10-05,2023-10-15,10,3744.32,1
510531,2020-03-06,2020-04-05,30,3714.81,1
579948,2020-05-07,2020-05-12,5,4006.34,1
642664,2021-01-23,2021-02-02,10,2879.71,1
644828,2023-03-09,2023-03-09,0,4922.03,0
586078,2020-01-19,2020-02-18,30,1392.33,1
615263,2022-05-23,2022-06-02,10,1807.36,1
596576,2020-09-06,2020-09-06,0,2320.48,0
571434,2023-01-24,2023-02-13,20,3041.35,1
649222,2021-11-23,2021-11-23,0,4315.95,0
505206,2020-07-17,2020-07-17,0,824.15,0
523063,2020-03-23,2020-04-22,30,2632.44,1
528595,2021-02-09,2021-03-11,30,1072.94,1
628207,2023-05-13,2023-06-12,30,2827.26,1
542023,2023-08-31,2023-09-05,5,2623.9,1
583130,2022-01-21,2022-01-26,5,1807.31,1
561937,2022-01-13,2022-02-02,20,3624.09,1
518314,2021-10-19,2021-12-18,60,3667.96,1
634296,2021-05-30,2021-05-30,0,2579.8,0
526982,2020-04-09,2020-04-09,0,4016.68,0
632347,2023-02-21,2023-03-13,20,535.1,1
588935,2023-02-01,2023-02-06,5,2006.92,1
640831,2023-03-18,2023-03-23,5,3717.44,1
560786,2021-05-11,2021-06-10,30,3068.91,1
529650,2020-09-03,2020-09-13,10,2226.68,1
519788,2023-07-08,2023-08-07,30,3770.01,1
557102,2022-10-04,2022-10-24,20,3353.55,1
511343,2022-05-01,2022-05-01,0,2872.45,0
503971,2021-03-08,2021-03-08,0,4256.46,0
535021,2022-06-04,2022-08-03,60,1129.93,1
602428,2023-05-31,2023-05-31,0,2943.92,0
630492,2023-02-15,2023-03-07,20,4861.4,1
638930,2021-12-08,2021-12-18,10,2013.34,1
522368,2020-04-27,2020-05-17,20,2534.76,1
516393,2022-06-01,2022-06-11,10,3982.8,1
638035,2022-04-02,2022-04-07,5,1094.05,1
580529,2021-04-19,2021-06-18,60,1813.35,1
589309,2024-02-05,2024-03-06,30,2958.67,1
551292,2020-05-29,2020-05-29,0,713.24,0
535477,2020-11-08,2020-11-08,0,229.07,0
558834,2023-10-02,2023-11-01,30,3483.14,1
581664,2022-02-12,2022-02-12,0,930.7,0
550850,2021-09-21,2021-09-21,0,3664.2,0
511264,2022-04-21,2022-05-01,10,2782.0,1
600766,2020-07-29,2020-07-29,0,2356.09,0
604973,2023-12-17,2024-01-16,30,3964.69,1
551262,2022-08-15,2022-10-14,60,3328.11,1
504299,2020-04-02,2020-04-12,10,853.08,1
527816,2022-02-13,2022-02-18,5,2015.71,1
520645,2021-10-05,2021-10-25,20,464.9,1
547719,2020-04-18,2020-05-08,20,1964.73,1
553719,2020-02-29,2020-04-29,60,471.38,1
542682,2022-02-25,2022-03-17,20,1777.72,1
649890,2020-10-19,2020-10-19,0,534.76,0
614790,2021-05-06,2021-05-06,0,408.69,0
564530,2022-04-04,2022-06-03,60,1431.34,1
570456,2021-10-18,2021-11-07,20,3390.77,1
520921,2020-11-22,2020-11-22,0,2216.67,0
566604,2022-10-16,2022-10-21,5,213.79,1
640324,2020-04-25,2020-05-05,10,736.17,1
547937,2020-09-21,2020-10-21,30,215.41,1
555407,2023-08-15,2023-08-15,0,3030.58,0
624960,2021-11-22,2021-11-22,0,4077.16,0
572072,2022-12-17,2022-12-17,0,1028.51,0
618955,2023-01-04,2023-01-04,0,570.26,0
556900,2022-08-18,2022-08-28,10,1074.25,1
583073,2023-12-26,2024-02-24,60,4443.39,1
571997,2023-11-01,2023-11-01,0,4149.47,0
577658,2024-01-19,2024-02-18,30,3981.74,1
566436,2020-11-04,2020-11-09,5,1380.97,1
631441,2023-08-03,2023-08-03,0,1072.93,0
589173,2022-02-24,2022-02-24,0,425.57,0
598199,2023-11-02,2023-11-22,20,4431.19,1
617553,2020-08-26,2020-10-25,60,2104.13,1
561566,2022-01-03,2022-01-23,20,4198.31,1
569266,2020-06-22,2020-06-27,5,2990.22,1
505690,2020-08-04,2020-08-04,0,3934.77,0
621131,2020-10-15,2020-10-20,5,2361.63,1
516203,2024-01-29,2024-01-29,0,1101.1,0
570860,2021-10-06,2021-12-05,60,1626.75,1
603220,2020-07-20,2020-08-19,30,4014.62,1
634770,2020-01-12,2020-02-11,30,2970.79,1
643985,2021-07-06,2021-07-11,5,3847.71,1
540941,2021-09-03,2021-09-03,0,2605.9,0
647752,2023-04-27,2023-04-27,0,3328.11,0
524460,2020-10-28,2020-10-28,0,1505.91,0
648179,2022-02-12,2022-04-13,60,4809.25,1
595481,2022-08-09,2022-10-08,60,4730.62,1
580688,2022-03-16,2022-03-16,0,1614.52,0
535108,2020-09-26,2020-10-06,10,4035.6,1
529974,2023-01-18,2023-02-17,30,2443.76,1
632208,2020-07-19,2020-09-17,60,4953.27,1
534335,2022-05-23,2022-06-22,30,3740.5,1
606067,2022-10-19,2022-11-18,30,4033.11,1
540140,2021-11-10,2021-11-20,10,1053.15,1
566294,2021-03-29,2021-03-29,0,4804.04,0
632534,2020-03-04,2020-03-14,10,3068.36,1
508745,2023-02-13,2023-02-13,0,4740.6,0
618920,2022-10-21,2022-10-21,0,1715.61,0
647770,2022-10-27,2022-11-16,20,133.68,1
593518,2022-07-19,2022-07-19,0,3722.94,0
512354,2022-03-17,2022-03-17,0,2430.77,0
622470,2020-07-29,2020-08-03,5,391.39,1
558113,2021-08-10,2021-10-09,60,4956.38,1
584269,2022-12-19,2022-12-29,10,1177.49,1
503550,2021-02-01,2021-02-06,5,780.73,1
532474,2023-08-02,2023-08-22,20,1022.68,1
530659,2022-04-15,2022-04-20,5,1922.05,1
567602,2020-10-31,2020-12-30,60,3410.54,1
585833,2020-10-01,2020-10-01,0,2748.3,0
549634,2020-11-23,2020-12-03,10,2373.52,1
635322,2022-05-21,2022-06-10,20,2103.22,1
592730,2020-02-07,2020-02-07,0,2776.69,0
558487,2021-02-18,2021-02-18,0,3599.55,0
563612,2022-03-29,2022-03-29,0,2800.36,0
592202,2021-12-20,2021-12-20,0,4882.89,0
616355,2021-06-10,2021-06-30,20,657.8,1
514426,2022-08-07,2022-08-17,10,3138.51,1
622780,2021-03-25,2021-03-25,0,2294.02,0
641439,2020-08-22,2020-09-11,20,2883.55,1
595618,2022-05-07,2022-05-27,20,3826.9,1
639049,2020-06-27,2020-07-27,30,3322.53,1
593421,2020-10-01,2020-10-01,0,3175.41,0
544737,2021-10-05,2021-10-05,0,4085.06,0
635162,2020-12-01,2020-12-01,0,533.26,0
565085,2020-03-01,2020-04-30,60,1956.7,1
592628,2023-06-24,2023-06-24,0,3991.37,0
542304,2022-05-23,2022-06-02,10,4707.07,1
586586,2020-06-26,2020-07-16,20,1450.33,1
615509,2023-05-02,2023-05-12,10,2192.44,1
522797,2023-10-15,2023-11-14,30,1216.84,1
543057,2020-01-19,2020-01-24,5,998.91,1
552093,2023-10-12,2023-10-22,10,3639.33,1
599501,2021-07-29,2021-07-29,0,3433.91,0
538985,2022-05-23,2022-05-23,0,1630.78,0
534000,2022-08-08,2022-09-07,30,4399.18,1
622319,2021-09-11,2021-09-11,0,4643.7,0
506890,2022-03-11,2022-03-11,0,4508.07,0
574223,2022-12-04,2022-12-09,5,3836.04,1
626630,2022-09-21,2022-09-21,0,3960.96,0
563441,2023-12-01,2023-12-21,20,2347.28,1
577879,2023-01-26,2023-01-26,0,2130.27,0
530095,2022-01-22,2022-01-22,0,1312.51,0
609194,2020-01-06,2020-01-11,5,3288.78,1
587118,2021-05-25,2021-07-24,60,2626.11,1
556289,2024-02-01,2024-02-01,0,4494.35,0
649111,2020-04-20,2020-04-20,0,928.55,0
566938,2021-07-31,2021-09-29,60,1901.31,1
631261,2020-02-02,2020-02-22,20,2489.95,1
547519,2021-06-28,2021-07-18,20,1484.34,1
514348,2020-06-29,2020-06-29,0,1294.91,0
587831,2020-02-15,2020-02-25,10,2829.49,1
615435,2023-02-27,2023-02-27,0,1913.05,0
611300,2022-03-27,2022-03-27,0,4892.45,0
523648,2020-03-16,2020-03-16,0,1542.1,0
511792,2022-11-01,2022-11-11,10,1194.21,1
551054,2023-11-01,2023-11-06,5,4488.62,1
563183,2023-11-19,2023-11-19,0,4993.67,0
510373,2021-07-05,2021-07-05,0,354.6,0
522430,2023-05-22,2023-05-22,0,2593.35,0
500461,2020-10-08,2020-10-08,0,4420.06,0
597613,2022-01-05,2022-01-25,20,532.22,1
520469,2024-02-05,2024-02-15,10,2216.73,1
572731,2020-06-12,2020-07-12,30,1746.02,1
591494,2022-03-23,2022-03-23,0,1954.76,0
584704,2020-05-11,2020-05-11,0,4726.39,0
560400,2021-10-13,2021-11-02,20,702.28,1
509220,2022-10-22,2022-10-22,0,4446.3,0
589486,2022-01-16,2022-01-16,0,998.26,0
506609,2021-10-20,2021-11-09,20,4861.54,1
534443,2022-11-13,2022-11-23,10,125.97,1
568738,2021-10-17,2021-11-06,20,4265.02,1
573442,2023-02-02,2023-03-04,30,2853.11,1
648241,2020-01-12,2020-03-12,60,732.2,1
540140,2023-07-14,2023-09-12,60,2427.31,1
535464,2023-04-01,2023-04-06,5,2272.16,1
519534,2023-06-27,2023-06-27,0,299.27,0
558227,2024-01-14,2024-03-14,60,2047.0,1
514802,2022-08-06,2022-09-05,30,1579.13,1
567299,2022-05-13,2022-05-18,5,1017.06,1
596344,2020-02-14,2020-02-19,5,3063.27,1
524384,2021-12-31,2022-01-10,10,4773.88,1
581453,2022-06-08,2022-06-18,10,3735.41,1
637992,2021-04-14,2021-05-04,20,4462.38,1
577939,2021-03-26,2021-03-31,5,2171.43,1
642194,2021-01-14,2021-02-13,30,604.7,1
513847,2022-10-20,2022-10-20,0,1796.62,0
598048,2020-03-29,2020-03-29,0,2152.46,0
649199,2023-11-21,2023-11-21,0,3755.79,0
528812,2021-03-14,2021-03-14,0,3722.21,0
578130,2021-10-31,2021-10-31,0,251.78,0
517443,2021-11-29,2021-11-29,0,1407.42,0
544880,2021-10-09,2021-10-09,0,3889.42,0
520155,2020-06-14,2020-06-14,0,1180.99,0
563872,2023-08-07,2023-08-07,0,4378.73,0
645355,2021-12-29,2021-12-29,0,3729.27,0
573359,2020-01-28,2020-01-28,0,1755.99,0
556965,2021-06-19,2021-06-19,0,750.75,0
604197,2020-04-01,2020-05-31,60,4019.79,1
534515,2022-03-23,2022-03-28,5,563.78,1
598371,2023-12-05,2024-02-03,60,927.8,1
627900,2022-04-30,2022-04-30,0,796.28,0
534496,2022-01-02,2022-01-07,5,340.29,1
620852,2023-09-26,2023-11-25,60,4836.95,1
532586,2020-05-25,2020-07-24,60,950.44,1
601238,2022-04-23,2022-05-23,30,1834.18,1
522633,2023-12-02,2023-12-12,10,2356.92,1
542735,2022-04-09,2022-04-09,0,413.57,0
567670,2023-06-06,2023-06-06,0,1039.18,0
507357,2023-07-31,2023-07-31,0,4056.4,0
639244,2020-04-21,2020-05-11,20,1827.58,1
559210,2022-09-13,2022-10-03,20,116.93,1
632346,2023-05-14,2023-07-13,60,1505.78,1
589254,2021-03-04,2021-04-03,30,4430.84,1
544484,2021-04-15,2021-04-15,0,4123.06,0
569558,2021-02-15,2021-02-15,0,750.77,0
607601,2023-12-07,2023-12-12,5,1616.74,1
520311,2021-01-14,2021-01-14,0,2827.21,0
612051,2021-09-16,2021-11-15,60,245.02,1
619979,2023-12-17,2023-12-17,0,3453.05,0
582954,2024-01-04,2024-01-04,0,808.51,0
521790,2022-04-26,2022-04-26,0,1898.03,0
609836,2020-06-02,2020-06-02,0,3062.07,0
541991,2022-10-15,2022-11-04,20,776.5,1
508776,2022-07-15,2022-07-15,0,2918.48,0
518653,2022-05-21,2022-05-31,10,523.07,1
514450,2021-08-21,2021-08-21,0,864.6,0
529154,2020-04-21,2020-04-21,0,4490.78,0
553306,2023-08-09,2023-08-09,0,1880.6,0
552677,2021-02-24,2021-03-01,5,2741.19,1
637884,2023-09-28,2023-10-18,20,1138.07,1
526014,2022-06-20,2022-06-25,5,1272.1,1
525479,2022-12-29,2022-12-29,0,2817.88,0
640537,2020-11-29,2020-12-04,5,4757.98,1
638551,2022-08-01,2022-08-06,5,4239.88,1
593436,2021-06-23,2021-06-23,0,1651.19,0
638829,2020-07-08,2020-08-07,30,1342.35,1
604861,2020-08-15,2020-08-15,0,1844.66,0
587968,2021-04-18,2021-04-18,0,1461.17,0
508165,2022-01-12,2022-02-11,30,4626.61,1
585888,2022-12-11,2022-12-31,20,209.6,1
619157,2020-06-29,2020-08-28,60,4437.84,1
557165,2020-02-09,2020-02-09,0,3244.53,0
627556,2023-07-12,2023-07-12,0,862.12,0
645227,2023-10-25,2023-12-24,60,3642.91,1
549185,2021-06-27,2021-06-27,0,4981.99,0
523720,2020-03-30,2020-03-30,0,4897.99,0
554827,2022-06-01,2022-06-06,5,3282.39,1
638756,2020-05-24,2020-06-03,10,1018.46,1
567481,2021-09-02,2021-09-12,10,3966.48,1
521237,2020-01-20,2020-02-09,20,3426.29,1
627858,2023-08-23,2023-10-22,60,3159.33,1
643895,2022-12-09,2023-02-07,60,2640.75,1
641020,2021-08-29,2021-09-28,30,4360.74,1
613703,2021-03-09,2021-04-08,30,3581.05,1
614038,2022-09-13,2022-10-13,30,1679.22,1
525007,2022-01-01,2022-01-01,0,4523.27,0
541016,2021-03-10,2021-05-09,60,4905.91,1
596675,2022-10-23,2022-10-23,0,3185.71,0
648350,2021-01-12,2021-02-01,20,102.77,1
643295,2020-07-22,2020-07-22,0,2315.81,0
540813,2020-12-16,2021-01-15,30,4512.95,1
635975,2022-04-28,2022-04-28,0,4241.89,0
583341,2021-03-01,2021-03-11,10,2275.47,1
535634,2023-03-18,2023-03-18,0,1497.5,0
590486,2021-12-04,2021-12-04,0,2542.53,0
526438,2020-03-21,2020-03-31,10,1381.0,1
635877,2023-08-27,2023-09-16,20,3215.69,1
573426,2023-12-07,2023-12-07,0,3294.53,0
543970,2021-10-19,2021-12-18,60,2929.42,1
602952,2022-03-24,2022-03-29,5,4289.01,1
614279,2021-08-29,2021-09-08,10,530.31,1
585216,2023-02-27,2023-03-19,20,3350.81,1
611582,2021-08-13,2021-08-13,0,3983.37,0
531375,2022-08-04,2022-08-09,5,2291.2,1
540485,2023-04-20,2023-04-20,0,4367.81,0
516733,2023-04-25,2023-06-24,60,2066.94,1
633445,2023-04-30,2023-05-30,30,383.39,1
570505,2023-03-06,2023-03-16,10,3137.91,1
616169,2020-06-22,2020-06-22,0,2464.34,0
629354,2022-06-21,2022-06-21,0,3775.14,0
541797,2022-04-24,2022-05-14,20,2749.22,1
523538,2021-06-04,2021-06-04,0,204.28,0
508405,2020-08-20,2020-09-19,30,2046.79,1
615761,2022-08-26,2022-10-25,60,3307.19,1
547140,2020-05-15,2020-06-04,20,1680.02,1
517055,2020-06-29,2020-07-19,20,2540.39,1
541317,2023-10-25,2023-12-24,60,1203.71,1
562189,2021-02-18,2021-02-18,0,3163.27,0
534722,2020-04-16,2020-04-16,0,704.2,0
598825,2021-06-11,2021-06-11,0,2736.08,0
528585,2023-02-26,2023-04-27,60,1416.46,1
647780,2022-11-03,2022-12-03,30,3743.7,1
566662,2020-02-29,2020-04-29,60,4053.77,1
542428,2023-11-23,2023-11-23,0,4958.59,0
540352,2023-12-28,2023-12-28,0,1985.58,0
637897,2024-02-03,2024-02-08,5,1861.47,1
555930,2023-10-21,2023-10-21,0,3652.32,0
546600,2021-10-16,2021-10-16,0,2072.47,0
593904,2021-09-24,2021-09-24,0,3859.68,0
631899,2022-02-11,2022-03-13,30,629.58,1
547168,2023-08-23,2023-09-02,10,1093.22,1
598247,2023-05-11,2023-05-11,0,2449.07,0
558737,2021-04-16,2021-04-26,10,2024.65,1
545534,2023-03-10,2023-05-09,60,161.06,1
537346,2022-10-07,2022-11-06,30,234.57,1
503348,2020-04-30,2020-04-30,0,2135.95,0
534172,2023-12-28,2023-12-28,0,4035.65,0
533450,2020-03-08,2020-05-07,60,4440.28,1
505406,2021-01-29,2021-02-28,30,764.28,1
643780,2020-10-24,2020-10-24,0,2982.79,0
520087,2023-07-11,2023-07-21,10,2530.74,1
604810,2022-12-19,2022-12-19,0,411.43,0
625766,2021-12-13,2021-12-23,10,2612.62,1
554193,2022-12-07,2022-12-07,0,321.67,0
509768,2022-09-13,2022-09-13,0,1574.01,0
584985,2020-04-03,2020-04-03,0,1519.99,0
614149,2020-08-18,2020-08-18,0,2184.27,0
613050,2023-12-30,2024-01-19,20,487.27,1
582322,2022-07-01,2022-08-30,60,2923.13,1
617863,2021-12-26,2022-01-05,10,3450.64,1
575816,2022-02-06,2022-02-06,0,1130.92,0
571516,2020-04-08,2020-04-08,0,425.99,0
540320,2022-02-04,2022-02-09,5,4838.14,1
608845,2023-08-23,2023-10-22,60,3970.15,1
588058,2020-07-27,2020-08-06,10,3956.27,1
569170,2020-05-16,2020-05-16,0,2339.93,0
593460,2023-05-15,2023-05-20,5,2174.15,1
586477,2022-05-19,2022-06-08,20,4966.31,1
601467,2022-06-14,2022-06-14,0,4801.05,0
567035,2023-07-16,2023-07-21,5,3421.92,1
544610,2021-05-07,2021-05-27,20,594.93,1
537111,2020-02-22,2020-03-23,30,2245.17,1
559583,2020-06-18,2020-06-28,10,4230.59,1
583125,2023-01-15,2023-02-04,20,1753.65,1
592131,2023-05-08,2023-05-13,5,1424.26,1
613233,2021-03-14,2021-03-14,0,4842.9,0
555359,2021-03-29,2021-04-03,5,543.1,1
563630,2020-11-25,2020-11-25,0,360.7,0
632206,2022-07-28,2022-08-17,20,2084.81,1
514779,2022-08-10,2022-08-10,0,3526.43,0
602045,2021-01-18,2021-02-17,30,1698.11,1
537917,2023-01-13,2023-02-02,20,3021.14,1
537304,2021-07-20,2021-08-19,30,3235.56,1
551129,2023-06-19,2023-06-24,5,886.77,1
536206,2023-11-13,2023-11-13,0,1693.13,0
621647,2021-06-05,2021-08-04,60,3714.87,1
516359,2021-03-31,2021-04-10,10,3505.65,1
524896,2022-12-03,2022-12-08,5,808.93,1
591530,2022-10-29,2022-11-28,30,4614.31,1
585778,2022-01-31,2022-04-01,60,2957.22,1
519641,2022-01-26,2022-01-31,5,4835.54,1
567863,2023-01-31,2023-02-05,5,994.0,1
596876,2022-06-01,2022-06-06,5,2435.72,1
503948,2023-09-01,2023-10-01,30,4873.93,1
572091,2021-01-23,2021-01-28,5,3412.6,1
566572,2020-10-08,2020-10-28,20,2446.97,1
573296,2022-09-28,2022-10-08,10,789.13,1
543129,2023-11-07,2024-01-06,60,3185.32,1
530564,2022-07-08,2022-07-18,10,2090.72,1
576371,2023-03-22,2023-03-22,0,2869.3,0
589975,2020-10-08,2020-10-08,0,531.48,0
632274,2022-03-25,2022-03-25,0,572.38,0
628413,2020-11-17,2020-12-07,20,3034.67,1
580720,2022-08-23,2022-08-23,0,4375.42,0
583350,2023-03-14,2023-03-19,5,3683.5,1
569525,2022-06-22,2022-07-02,10,347.9,1
562195,2022-06-20,2022-06-20,0,3432.6,0
523186,2022-11-25,2022-11-30,5,3609.54,1
506004,2023-11-19,2023-11-19,0,781.69,0
508187,2023-06-14,2023-07-14,30,353.2,1
546164,2023-09-24,2023-10-04,10,4925.24,1
636609,2022-12-01,2022-12-21,20,549.16,1
591121,2022-06-27,2022-07-07,10,1598.61,1
632243,2021-08-13,2021-08-13,0,2887.13,0
579766,2022-12-27,2023-01-06,10,1158.96,1
596911,2023-07-19,2023-07-19,0,3471.58,0
563457,2021-02-24,2021-03-01,5,621.52,1
626416,2022-12-23,2023-02-21,60,829.41,1
646190,2022-01-23,2022-03-24,60,4493.71,1
649531,2021-09-17,2021-10-07,20,582.33,1
573779,2020-08-01,2020-08-11,10,2396.03,1
617970,2020-07-16,2020-08-05,20,2221.62,1
511813,2020-01-20,2020-01-25,5,3681.63,1
520471,2022-04-10,2022-04-20,10,2593.9,1
505069,2022-01-31,2022-04-01,60,3046.1,1
521175,2023-12-19,2024-01-18,30,4455.46,1
531055,2022-06-12,2022-06-12,0,360.26,0
564679,2023-02-26,2023-03-28,30,1818.87,1
608350,2023-01-09,2023-01-29,20,2384.1,1
553634,2020-09-23,2020-10-13,20,4155.13,1
537360,2021-06-04,2021-06-09,5,3343.41,1
616840,2021-07-17,2021-07-17,0,4824.65,0
586711,2024-01-13,2024-02-12,30,4575.81,1
527735,2020-05-16,2020-05-26,10,3738.89,1
526454,2021-09-09,2021-10-09,30,4682.75,1
581660,2023-01-18,2023-01-18,0,120.43,0
647802,2021-10-14,2021-10-19,5,4243.71,1
637397,2020-02-08,2020-02-13,5,1712.79,1
531479,2020-10-31,2020-10-31,0,2507.94,0
627131,2021-10-28,2021-11-27,30,3615.85,1
539007,2021-08-10,2021-08-30,20,2679.22,1
561054,2021-01-18,2021-01-18,0,4130.43,0
501262,2020-09-02,2020-09-07,5,4602.46,1
585885,2023-10-20,2023-11-19,30,747.49,1
543566,2022-03-11,2022-03-21,10,3468.47,1
645576,2023-10-14,2023-10-14,0,4154.99,0
559833,2023-02-01,2023-03-03,30,3328.72,1
641497,2021-08-23,2021-08-23,0,314.79,0
519619,2020-09-24,2020-09-29,5,129.52,1
527477,2023-11-07,2023-11-12,5,1557.09,1
590061,2021-01-21,2021-02-10,20,104.76,1
513604,2021-12-01,2021-12-31,30,2786.95,1
520712,2020-12-20,2021-01-09,20,1623.25,1
635554,2023-08-15,2023-08-15,0,1586.91,0
627384,2023-09-30,2023-09-30,0,3902.87,0
507015,2020-07-14,2020-07-14,0,4095.1,0
577925,2021-10-26,2021-10-26,0,1599.63,0
605290,2020-11-11,2020-12-11,30,2785.26,1
588627,2023-06-10,2023-06-10,0,280.16,0
636941,2021-06-22,2021-06-22,0,4367.15,0
502661,2023-02-11,2023-02-16,5,2136.7,1
522977,2020-12-07,2020-12-07,0,1572.98,0
631658,2020-08-28,2020-09-27,30,1483.97,1
584170,2021-06-19,2021-08-18,60,336.58,1
502012,2023-12-27,2023-12-27,0,2509.51,0
568620,2021-04-26,2021-04-26,0,3111.44,0
617510,2020-01-08,2020-03-08,60,4984.76,1
543997,2021-03-15,2021-03-15,0,3378.62,0
638690,2021-11-03,2021-11-23,20,4144.57,1
599868,2023-09-18,2023-09-23,5,3430.85,1
648611,2022-09-05,2022-09-05,0,1933.77,0
627322,2021-01-25,2021-01-25,0,3798.95,0
603063,2021-06-14,2021-06-14,0,2599.71,0
510683,2023-04-14,2023-06-13,60,4962.09,1
578642,2020-03-18,2020-03-18,0,4105.32,0
584090,2022-08-30,2022-08-30,0,828.94,0
588301,2022-11-11,2022-12-01,20,1113.58,1
634535,2020-08-06,2020-08-06,0,2932.21,0
519440,2020-07-25,2020-09-23,60,1521.38,1
501121,2023-03-10,2023-04-09,30,2207.31,1
531491,2023-05-11,2023-05-11,0,1225.6,0
601666,2020-11-18,2020-11-23,5,3712.97,1
534523,2023-06-04,2023-06-14,10,544.39,1
567447,2021-07-28,2021-08-27,30,1755.14,1
507617,2023-07-08,2023-09-06,60,3342.03,1
568901,2020-06-23,2020-06-23,0,3250.99,0
593532,2021-12-16,2021-12-21,5,590.37,1
599063,2023-09-17,2023-10-07,20,1506.97,1
581341,2021-05-07,2021-05-27,20,2100.88,1
517491,2022-10-25,2022-11-04,10,1985.01,1
649707,2023-08-16,2023-08-16,0,4721.49,0
587592,2020-11-10,2021-01-09,60,4147.88,1
591489,2023-08-13,2023-08-13,0,1418.84,0
602545,2023-06-21,2023-08-20,60,1013.34,1
597368,2021-06-28,2021-07-03,5,483.17,1
508764,2021-08-14,2021-09-03,20,3030.02,1
607387,2024-02-03,2024-02-03,0,2061.33,0
614900,2022-03-23,2022-03-23,0,4544.87,0
646784,2022-08-14,2022-08-19,5,4245.45,1
