account_id,due_date,payment_date,days_past_due,overdue_amount,delinquency_flag
546746,2020-07-01,2020-07-01,0,2246.0,0
613834,2023-02-25,2023-03-27,30,2580.5,1
521386,2023-04-19,2023-06-18,60,3067.06,1
571403,2021-01-01,2021-01-21,20,3967.99,1
578297,2023-07-28,2023-07-28,0,1523.38,0
522502,2020-12-28,2021-01-27,30,2563.85,1
586442,2021-11-30,2021-12-05,5,4280.27,1
571283,2022-06-29,2022-07-09,10,822.18,1
509311,2023-01-27,2023-02-01,5,4463.94,1
598753,2021-06-09,2021-06-09,0,4612.91,0
519805,2023-12-17,2023-12-17,0,156.83,0
622560,2022-10-27,2022-12-26,60,1395.43,1
632608,2023-07-06,2023-09-04,60,714.79,1
565484,2021-07-30,2021-08-09,10,561.88,1
644878,2020-09-13,2020-09-18,5,306.21,1
594317,2022-03-26,2022-04-15,20,1824.03,1
600065,2020-02-24,2020-02-24,0,919.13,0
503168,2021-01-22,2021-01-22,0,3124.3,0
595114,2020-08-21,2020-10-20,60,758.31,1
556787,2021-01-04,2021-03-05,60,2795.27,1
647826,2022-06-04,2022-06-04,0,1531.92,0
613015,2023-10-13,2023-10-13,0,524.5,0
559483,2022-12-21,2023-01-20,30,4637.78,1
646117,2022-09-06,2022-09-11,5,430.55,1
544247,2023-07-21,2023-07-21,0,3486.22,0
643917,2021-06-17,2021-07-17,30,2592.87,1
566307,2021-02-15,2021-02-15,0,1269.53,0
644089,2021-11-13,2021-12-03,20,608.21,1
600128,2024-01-16,2024-02-15,30,3746.48,1
503463,2022-03-27,2022-04-06,10,783.26,1
517569,2020-07-11,2020-07-11,0,1293.75,0
570680,2020-02-03,2020-03-04,30,223.29,1
543941,2022-01-19,2022-01-19,0,1727.75,0
613514,2020-05-16,2020-06-15,30,3765.82,1
575878,2021-12-11,2022-02-09,60,3401.75,1
564463,2024-01-29,2024-02-08,10,2266.57,1
545298,2023-09-03,2023-10-03,30,2913.9,1
549802,2020-03-10,2020-03-20,10,4150.56,1
645872,2020-12-08,2021-02-06,60,917.18,1
565146,2021-07-07,2021-07-12,5,2760.57,1
577852,2022-10-15,2022-10-15,0,2049.23,0
516539,2021-07-02,2021-07-12,10,3321.77,1
532039,2021-08-03,2021-08-03,0,4281.63,0
515123,2021-01-30,2021-03-01,30,2551.97,1
590039,2022-01-12,2022-01-12,0,4649.89,0
573730,2023-09-07,2023-09-07,0,215.29,0
552541,2022-12-02,2023-01-01,30,2730.41,1
578528,2021-12-21,2021-12-21,0,1675.03,0
600520,2021-11-01,2021-11-01,0,1085.58,0
515999,2020-02-22,2020-02-22,0,1338.31,0
573062,2023-09-18,2023-10-08,20,3742.4,1
548661,2023-08-22,2023-08-22,0,2827.63,0
589488,2023-08-31,2023-09-30,30,3770.52,1
514049,2021-03-20,2021-03-20,0,4937.9,0
598704,2022-03-29,2022-04-08,10,1407.82,1
541872,2020-12-15,2021-02-13,60,1916.42,1
546939,2021-08-06,2021-08-26,20,4326.54,1
503993,2022-09-20,2022-09-20,0,1355.93,0
554399,2023-11-27,2023-11-27,0,1951.1,0
550362,2023-04-24,2023-04-24,0,3251.81,0
574262,2023-02-15,2023-02-15,0,3559.98,0
506715,2022-11-29,2023-01-28,60,1631.65,1
556509,2020-12-27,2021-01-06,10,1246.98,1
520557,2020-02-23,2020-02-23,0,2499.82,0
539869,2022-12-16,2022-12-16,0,366.44,0
631025,2022-12-19,2022-12-19,0,4197.6,0
561950,2021-12-18,2022-01-07,20,203.5,1
626417,2023-09-04,2023-10-04,30,4030.51,1
604018,2022-12-23,2022-12-23,0,3553.88,0
542186,2020-08-24,2020-09-03,10,4911.04,1
644860,2022-10-13,2022-10-13,0,231.26,0
517082,2020-11-22,2020-12-02,10,4628.07,1
638301,2022-10-19,2022-10-29,10,2326.27,1
618409,2022-04-02,2022-05-02,30,233.39,1
591729,2020-12-25,2020-12-30,5,2020.36,1
632550,2022-10-14,2022-11-03,20,3130.47,1
642647,2024-01-25,2024-02-14,20,4366.43,1
634066,2022-10-15,2022-11-04,20,2831.04,1
512156,2021-11-19,2021-12-19,30,2321.58,1
645265,2022-01-23,2022-02-22,30,2410.9,1
581025,2020-03-23,2020-04-22,30,2349.61,1
570490,2023-05-09,2023-05-09,0,2942.44,0
649558,2020-11-25,2020-12-15,20,509.65,1
526212,2024-01-23,2024-03-23,60,1808.53,1
505076,2021-01-24,2021-01-24,0,2099.26,0
561550,2021-09-29,2021-09-29,0,724.29,0
531637,2022-06-30,2022-07-30,30,3943.96,1
561584,2022-02-01,2022-02-21,20,2887.21,1
502261,2023-06-14,2023-08-13,60,444.6,1
550942,2023-04-29,2023-05-19,20,4552.04,1
527750,2022-12-21,2022-12-21,0,4939.11,0
597272,2023-03-23,2023-05-22,60,1898.72,1
556909,2022-07-21,2022-07-26,5,3859.38,1
532181,2021-01-09,2021-01-09,0,744.55,0
642012,2021-03-10,2021-03-30,20,685.62,1
601759,2020-02-28,2020-04-28,60,2898.5,1
584803,2020-01-29,2020-01-29,0,3384.55,0
532869,2022-02-05,2022-02-05,0,4855.22,0
508616,2023-09-16,2023-09-16,0,358.5,0
570186,2023-09-08,2023-10-08,30,1646.64,1
606111,2020-02-24,2020-02-24,0,1601.55,0
608934,2023-01-27,2023-03-28,60,2861.78,1
579400,2020-04-06,2020-06-05,60,2104.12,1
598698,2020-06-15,2020-06-15,0,3730.1,0
597952,2023-09-24,2023-09-29,5,2227.75,1
645272,2023-05-03,2023-07-02,60,3387.43,1
561170,2021-07-06,2021-07-11,5,3820.72,1
596954,2022-11-24,2022-11-29,5,1549.66,1
561797,2020-06-09,2020-06-19,10,3896.24,1
517485,2021-01-27,2021-01-27,0,4044.97,0
571922,2023-10-05,2023-10-25,20,1754.24,1
634337,2023-04-15,2023-05-15,30,1385.05,1
576797,2022-10-28,2022-10-28,0,162.14,0
577527,2023-06-25,2023-06-30,5,3429.23,1
628111,2023-12-30,2024-02-28,60,3286.43,1
626139,2021-02-20,2021-04-21,60,3855.06,1
645455,2021-09-30,2021-10-05,5,4746.34,1
527115,2022-11-24,2022-11-24,0,2543.28,0
607576,2021-07-15,2021-07-25,10,1677.76,1
505438,2020-11-01,2020-12-01,30,4097.08,1
576406,2023-08-16,2023-08-16,0,2066.05,0
541884,2022-09-26,2022-11-25,60,1336.37,1
582447,2021-10-01,2021-10-11,10,3586.19,1
583153,2023-10-15,2023-10-15,0,1683.65,0
618483,2020-06-03,2020-06-03,0,1904.51,0
542290,2022-10-02,2022-10-12,10,1351.93,1
524482,2023-09-21,2023-11-20,60,1924.85,1
540537,2023-05-17,2023-06-16,30,534.96,1
645097,2022-10-28,2022-12-27,60,3056.61,1
545234,2022-04-16,2022-04-21,5,651.5,1
640854,2021-10-29,2021-11-28,30,2833.34,1
586981,2023-06-03,2023-07-03,30,2585.66,1
545972,2022-06-24,2022-07-24,30,3459.53,1
586148,2023-04-27,2023-05-17,20,2256.17,1
572589,2022-02-22,2022-04-23,60,4328.43,1
591498,2022-10-31,2022-10-31,0,4657.79,0
645874,2022-04-10,2022-04-10,0,2709.6,0
585678,2022-09-19,2022-09-29,10,841.05,1
596145,2022-05-25,2022-06-14,20,3203.71,1
524228,2022-01-02,2022-01-07,5,1030.79,1
575086,2020-02-20,2020-02-25,5,3185.13,1
531734,2021-03-28,2021-05-27,60,4546.18,1
631192,2021-01-07,2021-01-17,10,709.61,1
521719,2023-06-26,2023-07-01,5,2071.24,1
508989,2022-12-30,2023-01-09,10,1490.79,1
517676,2022-02-27,2022-03-29,30,1738.58,1
553159,2023-03-07,2023-03-07,0,2674.14,0
577431,2021-04-22,2021-04-22,0,259.8,0
588182,2023-11-29,2023-11-29,0,1805.79,0
600661,2022-01-27,2022-02-26,30,913.16,1
625387,2023-08-26,2023-09-15,20,4592.43,1
542127,2022-01-31,2022-03-02,30,4223.96,1
593155,2020-04-01,2020-04-01,0,988.35,0
582358,2022-10-22,2022-11-01,10,2276.99,1
576109,2022-07-13,2022-07-13,0,1781.76,0
511587,2023-08-12,2023-08-12,0,4673.41,0
503249,2021-05-26,2021-06-15,20,2169.12,1
507437,2020-12-29,2020-12-29,0,3908.42,0
576481,2020-09-15,2020-11-14,60,4771.25,1
526848,2021-12-11,2021-12-31,20,686.85,1
602124,2022-09-06,2022-10-06,30,1336.28,1
641595,2022-01-04,2022-02-03,30,4896.39,1
644221,2020-05-23,2020-07-22,60,2151.56,1
615025,2022-07-05,2022-07-10,5,3629.56,1
566341,2023-01-07,2023-01-07,0,2786.79,0
556735,2021-03-12,2021-03-12,0,791.24,0
605866,2022-01-07,2022-03-08,60,4488.91,1
575761,2020-04-16,2020-04-26,10,1665.84,1
642732,2023-04-05,2023-04-05,0,591.77,0
583795,2022-09-06,2022-11-05,60,4616.49,1
631674,2021-01-23,2021-02-12,20,123.96,1
562196,2023-01-30,2023-01-30,0,752.54,0
500568,2021-03-31,2021-04-10,10,2976.02,1
604711,2020-11-05,2021-01-04,60,1850.2,1
606943,2024-01-08,2024-01-28,20,574.05,1
546374,2021-05-19,2021-06-08,20,532.26,1
531224,2020-09-21,2020-10-11,20,3051.6,1
645456,2021-09-21,2021-10-11,20,3202.07,1
522412,2024-01-06,2024-01-06,0,4952.04,0
546040,2023-11-29,2023-12-04,5,4363.74,1
638966,2023-06-12,2023-06-12,0,2958.27,0
504743,2022-07-17,2022-07-17,0,2310.3,0
585132,2021-10-09,2021-10-09,0,1448.81,0
502267,2020-03-28,2020-04-07,10,4889.11,1
560078,2023-09-23,2023-09-28,5,1969.15,1
564698,2022-07-19,2022-08-18,30,1870.21,1
570151,2023-02-17,2023-03-09,20,1744.53,1
638804,2023-08-07,2023-08-07,0,2781.18,0
514373,2023-08-18,2023-08-18,0,2477.42,0
612099,2023-12-09,2023-12-19,10,2258.53,1
579438,2020-10-27,2020-10-27,0,4108.53,0
586544,2022-10-03,2022-11-02,30,4798.66,1
599821,2021-10-14,2021-10-14,0,4965.23,0
599677,2023-11-02,2023-11-12,10,3182.99,1
505036,2020-04-20,2020-05-20,30,2481.08,1
542494,2021-11-05,2021-11-25,20,4403.19,1
594408,2021-04-25,2021-04-30,5,2660.68,1
573907,2021-08-08,2021-08-13,5,3344.24,1
585781,2020-08-21,2020-08-21,0,1880.44,0
544322,2023-09-15,2023-09-20,5,772.26,1
587155,2021-01-06,2021-01-06,0,1059.46,0
611744,2021-09-19,2021-09-19,0,3052.84,0
544182,2022-02-06,2022-02-06,0,234.15,0
607486,2023-01-06,2023-01-06,0,1878.16,0
553156,2022-07-06,2022-07-06,0,490.57,0
513572,2023-05-03,2023-05-13,10,4028.58,1
550726,2020-08-31,2020-08-31,0,719.21,0
578220,2020-09-17,2020-11-16,60,1736.69,1
508284,2022-08-25,2022-09-24,30,541.47,1
539488,2020-04-19,2020-04-29,10,4654.29,1
536718,2021-12-31,2022-03-01,60,999.39,1
593427,2023-12-05,2023-12-05,0,4718.19,0
629794,2022-01-24,2022-01-29,5,1211.07,1
575955,2021-06-17,2021-06-17,0,758.73,0
565693,2020-04-27,2020-04-27,0,3705.17,0
536683,2021-02-23,2021-03-15,20,4017.51,1
580757,2021-10-13,2021-11-02,20,4465.48,1
558800,2023-10-02,2023-12-01,60,3187.55,1
586606,2023-11-03,2023-11-03,0,737.25,0
615717,2022-11-15,2023-01-14,60,554.69,1
620688,2023-08-24,2023-08-29,5,2810.74,1
595017,2022-10-24,2022-12-23,60,3801.18,1
547358,2021-05-02,2021-05-12,10,2086.57,1
501561,2020-04-05,2020-04-05,0,1406.17,0
595141,2021-06-26,2021-06-26,0,141.21,0
536190,2021-08-02,2021-10-01,60,2099.49,1
591210,2022-02-02,2022-02-02,0,2807.67,0
596689,2020-07-12,2020-07-12,0,4809.63,0
559294,2022-01-02,2022-02-01,30,4493.77,1
611016,2020-08-19,2020-10-18,60,4322.11,1
596453,2021-05-01,2021-05-21,20,3910.81,1
648367,2020-10-20,2020-10-25,5,4692.92,1
574181,2023-04-01,2023-05-01,30,1871.88,1
557214,2020-10-25,2020-11-14,20,4899.62,1
537722,2024-01-22,2024-02-01,10,1532.48,1
547946,2020-09-16,2020-09-26,10,583.85,1
591727,2020-02-27,2020-02-27,0,4064.66,0
532157,2020-06-12,2020-06-12,0,1984.92,0
532187,2022-01-18,2022-01-18,0,2386.17,0
639634,2021-06-10,2021-06-10,0,3448.26,0
647594,2023-03-29,2023-04-08,10,1076.42,1
500888,2022-01-26,2022-01-26,0,288.22,0
612835,2022-11-01,2022-11-21,20,1089.6,1
504075,2020-01-21,2020-03-21,60,4140.98,1
567418,2021-07-19,2021-09-17,60,1735.58,1
555275,2021-09-10,2021-09-15,5,576.08,1
568730,2022-10-17,2022-10-17,0,1853.59,0
560167,2022-10-06,2022-11-05,30,914.83,1
619635,2021-06-24,2021-08-23,60,4705.21,1
569070,2020-05-13,2020-05-13,0,867.99,0
584693,2023-07-05,2023-07-25,20,4100.89,1
623570,2023-03-03,2023-04-02,30,3006.14,1
540485,2023-09-02,2023-09-02,0,2547.09,0
593466,2023-07-14,2023-07-14,0,830.99,0
517542,2023-06-22,2023-06-22,0,1964.22,0
621860,2021-12-15,2021-12-25,10,3680.7,1
586485,2022-11-05,2023-01-04,60,865.53,1
560909,2023-01-11,2023-01-11,0,4938.24,0
535757,2023-04-17,2023-06-16,60,968.33,1
536188,2023-09-18,2023-10-08,20,1846.63,1
620203,2021-03-12,2021-03-12,0,1830.85,0
620179,2020-12-27,2021-01-06,10,4453.11,1
517702,2020-01-30,2020-03-30,60,439.96,1
591751,2020-11-30,2020-12-10,10,2188.22,1
585361,2022-01-07,2022-02-06,30,4479.2,1
622669,2024-01-25,2024-02-14,20,4964.49,1
572041,2022-03-24,2022-04-23,30,1942.18,1
545453,2023-02-04,2023-02-14,10,1669.6,1
529940,2023-05-04,2023-05-04,0,664.35,0
551646,2020-12-02,2020-12-22,20,4272.06,1
528312,2022-12-09,2022-12-29,20,4098.2,1
626593,2022-12-10,2022-12-30,20,4750.37,1
533408,2021-12-11,2021-12-11,0,719.84,0
578624,2021-04-24,2021-04-24,0,3978.37,0
544995,2022-01-24,2022-01-29,5,3538.99,1
519551,2021-10-28,2021-10-28,0,2796.01,0
608335,2022-05-01,2022-05-11,10,4089.7,1
536566,2022-10-10,2022-10-10,0,4388.97,0
537103,2021-06-16,2021-06-16,0,4014.61,0
599586,2022-01-08,2022-02-07,30,672.47,1
597199,2023-05-16,2023-05-16,0,1148.34,0
621956,2022-10-06,2022-10-06,0,3338.2,0
555901,2022-08-28,2022-08-28,0,3876.63,0
513642,2022-12-20,2022-12-30,10,2719.77,1
508003,2023-11-02,2023-11-02,0,1859.42,0
601031,2023-10-11,2023-10-21,10,2168.49,1
552508,2022-06-22,2022-06-27,5,1492.9,1
595719,2022-08-22,2022-08-22,0,287.76,0
581741,2022-01-16,2022-01-26,10,2792.87,1
601870,2022-04-16,2022-04-16,0,379.44,0
578523,2021-04-20,2021-04-20,0,1085.87,0
518266,2023-09-10,2023-09-20,10,3238.85,1
577263,2023-01-19,2023-03-20,60,3207.9,1
635669,2023-02-18,2023-02-18,0,441.17,0
625855,2020-12-07,2020-12-07,0,169.01,0
638767,2022-10-05,2022-11-04,30,919.36,1
559022,2021-03-13,2021-03-13,0,2308.49,0
500879,2023-08-30,2023-08-30,0,3450.35,0
524212,2023-06-28,2023-06-28,0,4488.24,0
517247,2020-05-02,2020-05-02,0,4848.93,0
582183,2021-02-22,2021-04-23,60,1201.31,1
527067,2020-10-14,2020-10-24,10,3205.71,1
507042,2020-06-09,2020-06-09,0,4782.95,0
632895,2023-06-26,2023-07-01,5,3652.24,1
581195,2023-08-15,2023-08-20,5,4913.41,1
512625,2021-04-01,2021-04-01,0,714.6,0
570532,2021-08-13,2021-08-23,10,685.88,1
548164,2023-11-23,2024-01-22,60,1205.11,1
562692,2023-08-28,2023-09-07,10,4863.36,1
569837,2023-12-30,2023-12-30,0,3173.28,0
619254,2023-04-19,2023-04-19,0,688.87,0
558842,2020-06-08,2020-06-18,10,285.92,1
517627,2021-12-08,2021-12-18,10,3122.17,1
624026,2023-03-17,2023-04-16,30,482.3,1
638758,2023-09-08,2023-09-08,0,3130.62,0
610859,2023-08-06,2023-08-06,0,4869.11,0
641447,2022-05-02,2022-05-22,20,4242.54,1
628224,2021-04-03,2021-06-02,60,4753.92,1
541455,2021-05-26,2021-05-26,0,2804.11,0
514154,2023-07-22,2023-07-22,0,715.46,0
531294,2023-06-14,2023-07-04,20,4927.99,1
512954,2022-11-20,2022-12-20,30,3215.99,1
508565,2022-10-05,2022-10-15,10,4034.23,1
625721,2020-08-02,2020-10-01,60,1975.67,1
564156,2023-06-22,2023-07-22,30,3603.27,1
565112,2020-06-19,2020-08-18,60,879.46,1
561713,2022-01-18,2022-02-07,20,3662.05,1
604380,2021-06-23,2021-07-03,10,1420.59,1
523111,2021-10-02,2021-10-07,5,2442.69,1
607716,2023-01-04,2023-01-04,0,4733.8,0
509470,2023-10-07,2023-10-17,10,357.25,1
606248,2023-01-26,2023-02-05,10,4533.04,1
649904,2022-11-24,2022-12-14,20,342.95,1
508497,2022-12-11,2022-12-16,5,3499.57,1
555077,2021-07-17,2021-07-17,0,4582.9,0
574489,2020-04-29,2020-06-28,60,2995.74,1
642958,2023-08-09,2023-08-19,10,2999.76,1
535939,2022-02-13,2022-03-15,30,3894.83,1
521648,2021-02-18,2021-02-23,5,423.55,1
580155,2021-03-23,2021-05-22,60,3212.77,1
583139,2021-02-04,2021-02-04,0,3020.34,0
623962,2021-08-30,2021-08-30,0,3555.13,0
603839,2021-12-27,2022-01-26,30,4550.37,1
629091,2020-08-03,2020-08-03,0,153.47,0
502876,2022-12-14,2022-12-19,5,2398.79,1
563649,2022-05-15,2022-05-20,5,2986.24,1
645099,2023-05-05,2023-06-04,30,4607.01,1
599186,2023-06-06,2023-06-06,0,1616.71,0
640554,2022-11-12,2022-12-02,20,1771.42,1
634450,2020-04-17,2020-04-27,10,4510.7,1
598477,2023-10-14,2023-10-14,0,3390.2,0
632929,2022-07-23,2022-07-28,5,1062.62,1
568154,2022-09-12,2022-10-12,30,4015.86,1
642378,2023-04-09,2023-04-09,0,907.34,0
574458,2022-12-22,2023-02-20,60,1121.41,1
638825,2020-10-08,2020-10-08,0,141.8,0
547609,2021-12-31,2021-12-31,0,3240.86,0
624404,2024-01-27,2024-02-06,10,706.64,1
545997,2023-03-22,2023-04-01,10,100.76,1
579423,2020-09-10,2020-09-30,20,128.87,1
642953,2021-10-24,2021-10-24,0,2550.16,0
622179,2021-04-28,2021-06-27,60,1179.41,1
564849,2020-09-19,2020-10-09,20,3136.68,1
544058,2021-12-01,2021-12-01,0,2490.51,0
549194,2022-03-27,2022-04-26,30,1115.32,1
503015,2022-09-10,2022-10-10,30,4774.13,1
616345,2022-05-30,2022-05-30,0,913.51,0
586880,2021-06-29,2021-08-28,60,4355.22,1
541448,2020-03-01,2020-03-31,30,2879.62,1
610353,2021-09-16,2021-09-21,5,4007.33,1
616556,2020-01-16,2020-01-21,5,3169.3,1
576711,2020-09-19,2020-09-24,5,2653.96,1
578657,2020-03-03,2020-05-02,60,2854.63,1
621663,2023-09-19,2023-09-19,0,3352.45,0
648024,2020-09-30,2020-09-30,0,2054.33,0
624033,2021-08-11,2021-08-11,0,1713.92,0
525261,2020-09-07,2020-09-07,0,3440.63,0
577742,2021-02-13,2021-02-13,0,3279.64,0
504676,2020-12-14,2020-12-24,10,4246.91,1
561358,2021-01-29,2021-03-30,60,3511.63,1
525626,2021-11-05,2021-11-25,20,431.25,1
597559,2021-05-02,2021-05-02,0,3367.55,0
641261,2020-07-27,2020-07-27,0,3423.61,0
626300,2023-02-21,2023-03-13,20,4899.03,1
535816,2023-02-22,2023-03-24,30,3481.88,1
636812,2021-08-13,2021-08-13,0,942.37,0
500856,2022-10-23,2022-11-12,20,888.36,1
567320,2022-06-24,2022-06-29,5,1513.88,1
645026,2023-04-17,2023-04-17,0,3634.7,0
502553,2020-12-15,2020-12-15,0,1707.98,0
519279,2022-01-07,2022-01-27,20,3237.06,1
521254,2021-08-20,2021-10-19,60,4625.4,1
507876,2022-07-31,2022-07-31,0,2760.44,0
620118,2021-05-21,2021-05-21,0,2468.33,0
527910,2022-02-08,2022-02-13,5,2924.06,1
523452,2023-01-25,2023-02-14,20,4633.46,1
618553,2020-07-27,2020-08-26,30,2507.65,1
532197,2022-03-13,2022-03-13,0,1329.89,0
512379,2022-06-30,2022-06-30,0,354.71,0
561644,2020-12-02,2020-12-02,0,4473.34,0
547682,2020-09-24,2020-11-23,60,4483.06,1
509900,2020-02-02,2020-02-02,0,1068.1,0
624150,2022-07-09,2022-07-29,20,4966.82,1
648751,2023-02-18,2023-02-23,5,1066.64,1
534299,2022-01-06,2022-01-16,10,171.41,1
644410,2023-01-30,2023-02-09,10,3320.75,1
523357,2022-11-14,2022-11-14,0,2608.12,0
576681,2021-11-12,2021-12-12,30,4070.66,1
552730,2020-09-13,2020-09-18,5,295.67,1
639081,2023-11-25,2023-12-15,20,1502.79,1
511797,2020-01-22,2020-01-27,5,2676.46,1
563332,2023-01-30,2023-01-30,0,1075.05,0
612263,2020-09-26,2020-11-25,60,3828.07,1
516521,2021-05-02,2021-05-02,0,3902.4,0
649788,2022-03-17,2022-03-17,0,1203.67,0
601200,2022-07-19,2022-08-18,30,2826.5,1
515395,2020-12-07,2020-12-07,0,1561.15,0
553425,2020-06-26,2020-08-25,60,3108.59,1
617142,2023-07-28,2023-07-28,0,648.4,0
635779,2020-05-25,2020-05-30,5,2603.59,1
582648,2020-04-07,2020-04-07,0,277.77,0
617338,2020-01-08,2020-01-28,20,396.74,1
587723,2023-06-15,2023-06-15,0,712.44,0
611443,2023-09-02,2023-09-02,0,765.48,0
618156,2023-04-13,2023-06-12,60,4160.04,1
648568,2023-05-24,2023-07-23,60,3767.65,1
600764,2021-12-27,2022-02-25,60,933.55,1
530649,2023-02-11,2023-02-11,0,2604.88,0
549303,2020-03-01,2020-03-21,20,2110.9,1
572698,2022-12-07,2022-12-12,5,254.85,1
545164,2020-11-03,2020-12-03,30,4709.05,1
513928,2020-01-19,2020-01-29,10,185.0,1
